"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Fossil Brown coal/Lignite","3986.06"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Fossil Brown coal/Lignite","4582.81"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Fossil Brown coal/Lignite","5516.20"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Fossil Brown coal/Lignite","6247.54"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Fossil Brown coal/Lignite","6528.33"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Fossil Brown coal/Lignite","6707.04"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Fossil Brown coal/Lignite","7000.28"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Fossil Brown coal/Lignite","7210.11"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Fossil Brown coal/Lignite","7452.98"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Fossil Brown coal/Lignite","7611.55"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Fossil Brown coal/Lignite","7817.17"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Fossil Brown coal/Lignite","7879.83"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Fossil Brown coal/Lignite","7945.52"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Fossil Brown coal/Lignite","7984.37"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Fossil Brown coal/Lignite","7984.82"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Fossil Brown coal/Lignite","7980.73"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Fossil Brown coal/Lignite","7977.29"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Fossil Brown coal/Lignite","7983.85"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Fossil Brown coal/Lignite","7782.96"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Fossil Brown coal/Lignite","7131.10"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Fossil Brown coal/Lignite","7129.42"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Fossil Brown coal/Lignite","7161.69"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Fossil Brown coal/Lignite","7129.48"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Fossil Brown coal/Lignite","7098.47"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Fossil Brown coal/Lignite","7193.22"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Fossil Brown coal/Lignite","7378.63"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Fossil Coal-derived gas","517.13"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Fossil Coal-derived gas","532.65"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Fossil Coal-derived gas","524.44"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Fossil Coal-derived gas","533.83"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Fossil Coal-derived gas","533.86"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Fossil Coal-derived gas","553.94"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Fossil Coal-derived gas","470.71"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Fossil Coal-derived gas","453.55"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Fossil Coal-derived gas","472.27"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Fossil Coal-derived gas","476.51"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Fossil Coal-derived gas","474.94"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Fossil Coal-derived gas","455.82"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Fossil Coal-derived gas","455.22"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Fossil Coal-derived gas","458.64"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Fossil Coal-derived gas","465.12"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Fossil Coal-derived gas","469.91"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Fossil Coal-derived gas","478.73"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Fossil Coal-derived gas","481.84"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Fossil Coal-derived gas","478.61"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Fossil Coal-derived gas","498.31"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Fossil Coal-derived gas","495.70"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Fossil Coal-derived gas","480.40"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Fossil Coal-derived gas","491.90"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Fossil Coal-derived gas","497.17"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Fossil Coal-derived gas","486.40"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Fossil Coal-derived gas","490.48"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Fossil Coal-derived gas","485.04"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Fossil Coal-derived gas","487.43"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Fossil Coal-derived gas","476.92"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Fossil Coal-derived gas","482.65"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Fossil Coal-derived gas","491.48"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Fossil Coal-derived gas","486.97"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Fossil Coal-derived gas","486.57"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Fossil Coal-derived gas","486.89"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Fossil Coal-derived gas","476.57"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Fossil Coal-derived gas","481.34"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Fossil Coal-derived gas","480.61"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Fossil Coal-derived gas","495.70"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Fossil Coal-derived gas","499.00"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Fossil Coal-derived gas","488.25"
"10/05/2026 10:00:00 - 10/05/2026 10:15:00","BZN|DE-LU","Fossil Coal-derived gas","484.19"
"10/05/2026 10:15:00 - 10/05/2026 10:30:00","BZN|DE-LU","Fossil Coal-derived gas","482.38"
"10/05/2026 10:30:00 - 10/05/2026 10:45:00","BZN|DE-LU","Fossil Coal-derived gas","470.90"
"10/05/2026 10:45:00 - 10/05/2026 11:00:00","BZN|DE-LU","Fossil Coal-derived gas","488.34"
"10/05/2026 11:00:00 - 10/05/2026 11:15:00","BZN|DE-LU","Fossil Coal-derived gas","475.89"
"10/05/2026 11:15:00 - 10/05/2026 11:30:00","BZN|DE-LU","Fossil Coal-derived gas","470.21"
"10/05/2026 11:30:00 - 10/05/2026 11:45:00","BZN|DE-LU","Fossil Coal-derived gas","483.19"
"10/05/2026 11:45:00 - 10/05/2026 12:00:00","BZN|DE-LU","Fossil Coal-derived gas","486.75"
"10/05/2026 12:00:00 - 10/05/2026 12:15:00","BZN|DE-LU","Fossil Coal-derived gas","486.65"
"10/05/2026 12:15:00 - 10/05/2026 12:30:00","BZN|DE-LU","Fossil Coal-derived gas","482.40"
"10/05/2026 12:30:00 - 10/05/2026 12:45:00","BZN|DE-LU","Fossil Coal-derived gas","463.64"
"10/05/2026 12:45:00 - 10/05/2026 13:00:00","BZN|DE-LU","Fossil Coal-derived gas","479.66"
"10/05/2026 13:00:00 - 10/05/2026 13:15:00","BZN|DE-LU","Fossil Coal-derived gas","491.41"
"10/05/2026 13:15:00 - 10/05/2026 13:30:00","BZN|DE-LU","Fossil Coal-derived gas","483.31"
"10/05/2026 13:30:00 - 10/05/2026 13:45:00","BZN|DE-LU","Fossil Coal-derived gas","497.52"
"10/05/2026 13:45:00 - 10/05/2026 14:00:00","BZN|DE-LU","Fossil Coal-derived gas","490.89"
"10/05/2026 14:00:00 - 10/05/2026 14:15:00","BZN|DE-LU","Fossil Coal-derived gas","486.58"
"10/05/2026 14:15:00 - 10/05/2026 14:30:00","BZN|DE-LU","Fossil Coal-derived gas","499.23"
"10/05/2026 14:30:00 - 10/05/2026 14:45:00","BZN|DE-LU","Fossil Coal-derived gas","504.97"
"10/05/2026 14:45:00 - 10/05/2026 15:00:00","BZN|DE-LU","Fossil Coal-derived gas","494.31"
"10/05/2026 15:00:00 - 10/05/2026 15:15:00","BZN|DE-LU","Fossil Coal-derived gas","489.76"
"10/05/2026 15:15:00 - 10/05/2026 15:30:00","BZN|DE-LU","Fossil Coal-derived gas","503.41"
"10/05/2026 15:30:00 - 10/05/2026 15:45:00","BZN|DE-LU","Fossil Coal-derived gas","509.99"
"10/05/2026 15:45:00 - 10/05/2026 16:00:00","BZN|DE-LU","Fossil Coal-derived gas","494.14"
"10/05/2026 16:00:00 - 10/05/2026 16:15:00","BZN|DE-LU","Fossil Coal-derived gas","485.53"
"10/05/2026 16:15:00 - 10/05/2026 16:30:00","BZN|DE-LU","Fossil Coal-derived gas","483.40"
"10/05/2026 16:30:00 - 10/05/2026 16:45:00","BZN|DE-LU","Fossil Coal-derived gas","511.82"
"10/05/2026 16:45:00 - 10/05/2026 17:00:00","BZN|DE-LU","Fossil Coal-derived gas","511.99"
"10/05/2026 17:00:00 - 10/05/2026 17:15:00","BZN|DE-LU","Fossil Coal-derived gas","508.49"
"10/05/2026 17:15:00 - 10/05/2026 17:30:00","BZN|DE-LU","Fossil Coal-derived gas","508.20"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Fossil Coal-derived gas","516.90"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Fossil Coal-derived gas","514.00"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Fossil Coal-derived gas","499.28"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Fossil Coal-derived gas","499.21"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Fossil Coal-derived gas","496.28"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Fossil Coal-derived gas","505.41"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Fossil Coal-derived gas","496.41"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Fossil Coal-derived gas","485.92"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Fossil Coal-derived gas","494.71"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Fossil Coal-derived gas","478.14"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Fossil Coal-derived gas","474.62"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Fossil Coal-derived gas","480.38"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Fossil Coal-derived gas","472.59"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Fossil Coal-derived gas","455.71"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Fossil Coal-derived gas","459.74"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Fossil Coal-derived gas","466.40"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Fossil Coal-derived gas","487.42"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Fossil Coal-derived gas","466.57"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Fossil Coal-derived gas","456.81"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Fossil Coal-derived gas","501.73"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Fossil Coal-derived gas","496.05"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Fossil Coal-derived gas","497.29"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Fossil Coal-derived gas","494.80"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Fossil Coal-derived gas","501.47"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Fossil Coal-derived gas","500.58"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Fossil Coal-derived gas","477.54"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Fossil Gas","4301.33"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Fossil Gas","4271.32"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Fossil Gas","4252.17"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Fossil Gas","4262.93"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Fossil Gas","4242.83"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Fossil Gas","4218.46"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Fossil Gas","4189.68"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Fossil Gas","4140.20"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Fossil Gas","4140.11"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Fossil Gas","4139.71"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Fossil Gas","4146.11"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Fossil Gas","4141.39"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Fossil Gas","4139.00"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Fossil Gas","4140.14"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Fossil Gas","4138.66"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Fossil Gas","4152.10"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Fossil Gas","4159.75"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Fossil Gas","4163.88"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Fossil Gas","4161.64"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Fossil Gas","4158.94"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Fossil Gas","4053.93"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Fossil Gas","3848.25"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Fossil Gas","3840.80"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Fossil Gas","4003.64"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Fossil Gas","3982.39"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Fossil Gas","3978.57"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Fossil Gas","3958.36"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Fossil Gas","3932.34"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Fossil Gas","3522.52"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Fossil Gas","3396.19"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Fossil Gas","3173.16"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Fossil Gas","2876.77"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Fossil Gas","2434.52"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Fossil Gas","2274.91"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Fossil Gas","2157.35"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Fossil Gas","1935.28"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Fossil Gas","1732.14"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Fossil Gas","1701.05"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Fossil Gas","1687.44"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Fossil Gas","1683.07"
"10/05/2026 10:00:00 - 10/05/2026 10:15:00","BZN|DE-LU","Fossil Gas","1664.63"
"10/05/2026 10:15:00 - 10/05/2026 10:30:00","BZN|DE-LU","Fossil Gas","1669.20"
"10/05/2026 10:30:00 - 10/05/2026 10:45:00","BZN|DE-LU","Fossil Gas","1667.30"
"10/05/2026 10:45:00 - 10/05/2026 11:00:00","BZN|DE-LU","Fossil Gas","1669.57"
"10/05/2026 11:00:00 - 10/05/2026 11:15:00","BZN|DE-LU","Fossil Gas","1660.19"
"10/05/2026 11:15:00 - 10/05/2026 11:30:00","BZN|DE-LU","Fossil Gas","1655.51"
"10/05/2026 11:30:00 - 10/05/2026 11:45:00","BZN|DE-LU","Fossil Gas","1656.46"
"10/05/2026 11:45:00 - 10/05/2026 12:00:00","BZN|DE-LU","Fossil Gas","1659.83"
"10/05/2026 12:00:00 - 10/05/2026 12:15:00","BZN|DE-LU","Fossil Gas","1654.57"
"10/05/2026 12:15:00 - 10/05/2026 12:30:00","BZN|DE-LU","Fossil Gas","1646.83"
"10/05/2026 12:30:00 - 10/05/2026 12:45:00","BZN|DE-LU","Fossil Gas","1644.97"
"10/05/2026 12:45:00 - 10/05/2026 13:00:00","BZN|DE-LU","Fossil Gas","1646.11"
"10/05/2026 13:00:00 - 10/05/2026 13:15:00","BZN|DE-LU","Fossil Gas","1647.95"
"10/05/2026 13:15:00 - 10/05/2026 13:30:00","BZN|DE-LU","Fossil Gas","1645.51"
"10/05/2026 13:30:00 - 10/05/2026 13:45:00","BZN|DE-LU","Fossil Gas","1646.19"
"10/05/2026 13:45:00 - 10/05/2026 14:00:00","BZN|DE-LU","Fossil Gas","1647.88"
"10/05/2026 14:00:00 - 10/05/2026 14:15:00","BZN|DE-LU","Fossil Gas","1675.54"
"10/05/2026 14:15:00 - 10/05/2026 14:30:00","BZN|DE-LU","Fossil Gas","1674.97"
"10/05/2026 14:30:00 - 10/05/2026 14:45:00","BZN|DE-LU","Fossil Gas","1680.39"
"10/05/2026 14:45:00 - 10/05/2026 15:00:00","BZN|DE-LU","Fossil Gas","1683.39"
"10/05/2026 15:00:00 - 10/05/2026 15:15:00","BZN|DE-LU","Fossil Gas","1731.63"
"10/05/2026 15:15:00 - 10/05/2026 15:30:00","BZN|DE-LU","Fossil Gas","1733.17"
"10/05/2026 15:30:00 - 10/05/2026 15:45:00","BZN|DE-LU","Fossil Gas","1731.39"
"10/05/2026 15:45:00 - 10/05/2026 16:00:00","BZN|DE-LU","Fossil Gas","1736.04"
"10/05/2026 16:00:00 - 10/05/2026 16:15:00","BZN|DE-LU","Fossil Gas","1786.44"
"10/05/2026 16:15:00 - 10/05/2026 16:30:00","BZN|DE-LU","Fossil Gas","1784.44"
"10/05/2026 16:30:00 - 10/05/2026 16:45:00","BZN|DE-LU","Fossil Gas","1791.10"
"10/05/2026 16:45:00 - 10/05/2026 17:00:00","BZN|DE-LU","Fossil Gas","1835.32"
"10/05/2026 17:00:00 - 10/05/2026 17:15:00","BZN|DE-LU","Fossil Gas","1973.13"
"10/05/2026 17:15:00 - 10/05/2026 17:30:00","BZN|DE-LU","Fossil Gas","2180.71"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Fossil Gas","2337.49"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Fossil Gas","2518.89"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Fossil Gas","3222.50"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Fossil Gas","2945.71"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Fossil Gas","3050.61"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Fossil Gas","3203.48"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Fossil Gas","3562.54"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Fossil Gas","3629.66"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Fossil Gas","3669.35"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Fossil Gas","3884.73"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Fossil Gas","4135.05"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Fossil Gas","4074.18"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Fossil Gas","4286.34"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Fossil Gas","4275.70"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Fossil Gas","4375.85"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Fossil Gas","4427.45"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Fossil Gas","4496.72"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Fossil Gas","4639.00"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Fossil Gas","4652.60"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Fossil Gas","4645.13"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Fossil Gas","4858.37"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Fossil Gas","4926.48"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Fossil Gas","4950.82"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Fossil Gas","4940.90"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Fossil Gas","4872.33"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Fossil Gas","4782.07"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Fossil Hard coal","3610.98"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Fossil Hard coal","3605.50"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Fossil Hard coal","3609.52"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Fossil Hard coal","3604.12"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Fossil Hard coal","3584.73"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Fossil Hard coal","3588.57"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Fossil Hard coal","3578.65"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Fossil Hard coal","3575.94"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Fossil Hard coal","3577.59"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Fossil Hard coal","3575.52"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Fossil Hard coal","3572.66"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Fossil Hard coal","3574.93"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Fossil Hard coal","3569.56"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Fossil Hard coal","3572.93"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Fossil Hard coal","3563.42"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Fossil Hard coal","3564.51"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Fossil Hard coal","3568.90"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Fossil Hard coal","3576.18"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Fossil Hard coal","3571.11"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Fossil Hard coal","3570.17"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Fossil Hard coal","3567.31"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Fossil Hard coal","3569.90"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Fossil Hard coal","3568.83"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Fossil Hard coal","3562.91"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Fossil Hard coal","3497.55"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Fossil Hard coal","3299.74"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Fossil Hard coal","2935.00"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Fossil Hard coal","2545.50"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Fossil Hard coal","2351.47"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Fossil Hard coal","1847.39"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Fossil Hard coal","1236.53"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Fossil Hard coal","920.21"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Fossil Hard coal","810.46"
