"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 10:00:00 - 10/05/2026 10:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 10:15:00 - 10/05/2026 10:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 10:30:00 - 10/05/2026 10:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 10:45:00 - 10/05/2026 11:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 11:00:00 - 10/05/2026 11:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 11:15:00 - 10/05/2026 11:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 11:30:00 - 10/05/2026 11:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 11:45:00 - 10/05/2026 12:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 12:00:00 - 10/05/2026 12:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 12:15:00 - 10/05/2026 12:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 12:30:00 - 10/05/2026 12:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 12:45:00 - 10/05/2026 13:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 13:00:00 - 10/05/2026 13:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 13:15:00 - 10/05/2026 13:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 13:30:00 - 10/05/2026 13:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 13:45:00 - 10/05/2026 14:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 14:00:00 - 10/05/2026 14:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 14:15:00 - 10/05/2026 14:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 14:30:00 - 10/05/2026 14:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 14:45:00 - 10/05/2026 15:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 15:00:00 - 10/05/2026 15:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 15:15:00 - 10/05/2026 15:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 15:30:00 - 10/05/2026 15:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 15:45:00 - 10/05/2026 16:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 16:00:00 - 10/05/2026 16:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 16:15:00 - 10/05/2026 16:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 16:30:00 - 10/05/2026 16:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 16:45:00 - 10/05/2026 17:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 17:00:00 - 10/05/2026 17:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 17:15:00 - 10/05/2026 17:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 10:00:00 - 10/05/2026 10:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 10:15:00 - 10/05/2026 10:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 10:30:00 - 10/05/2026 10:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 10:45:00 - 10/05/2026 11:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 11:00:00 - 10/05/2026 11:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 11:15:00 - 10/05/2026 11:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 11:30:00 - 10/05/2026 11:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 11:45:00 - 10/05/2026 12:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 12:00:00 - 10/05/2026 12:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 12:15:00 - 10/05/2026 12:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 12:30:00 - 10/05/2026 12:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 12:45:00 - 10/05/2026 13:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 13:00:00 - 10/05/2026 13:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 13:15:00 - 10/05/2026 13:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 13:30:00 - 10/05/2026 13:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 13:45:00 - 10/05/2026 14:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 14:00:00 - 10/05/2026 14:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 14:15:00 - 10/05/2026 14:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 14:30:00 - 10/05/2026 14:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 14:45:00 - 10/05/2026 15:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 15:00:00 - 10/05/2026 15:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 15:15:00 - 10/05/2026 15:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 15:30:00 - 10/05/2026 15:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 15:45:00 - 10/05/2026 16:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 16:00:00 - 10/05/2026 16:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 16:15:00 - 10/05/2026 16:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 16:30:00 - 10/05/2026 16:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 16:45:00 - 10/05/2026 17:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 17:00:00 - 10/05/2026 17:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 17:15:00 - 10/05/2026 17:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Geothermal","20.50"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Hydro Pumped Storage","2109.60"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Hydro Pumped Storage","1805.93"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Hydro Pumped Storage","1791.67"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Hydro Pumped Storage","1468.73"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Hydro Pumped Storage","1119.77"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Hydro Pumped Storage","962.81"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Hydro Pumped Storage","880.72"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Hydro Pumped Storage","950.62"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Hydro Pumped Storage","2092.18"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Hydro Pumped Storage","655.01"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Hydro Pumped Storage","447.66"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Hydro Pumped Storage","188.56"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Hydro Pumped Storage","380.03"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Hydro Pumped Storage","981.67"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Hydro Pumped Storage","551.62"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Hydro Pumped Storage","1075.15"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Hydro Pumped Storage","954.59"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Hydro Pumped Storage","291.84"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Hydro Pumped Storage","199.77"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Hydro Pumped Storage","403.27"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Hydro Pumped Storage","790.24"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Hydro Pumped Storage","986.50"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Hydro Pumped Storage","411.76"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Hydro Pumped Storage","779.12"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Hydro Pumped Storage","134.55"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Hydro Pumped Storage","108.49"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Hydro Pumped Storage","9.94"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Hydro Pumped Storage","635.35"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Hydro Pumped Storage","842.05"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Hydro Pumped Storage","585.53"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Hydro Pumped Storage","845.83"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Hydro Pumped Storage","110.77"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Hydro Pumped Storage","574.03"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Hydro Pumped Storage","147.30"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Hydro Pumped Storage","8.11"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Hydro Pumped Storage","6.21"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Hydro Pumped Storage","28.80"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Hydro Pumped Storage","6.18"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Hydro Pumped Storage","6.06"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Hydro Pumped Storage","5.88"
"10/05/2026 10:00:00 - 10/05/2026 10:15:00","BZN|DE-LU","Hydro Pumped Storage","5.88"
"10/05/2026 10:15:00 - 10/05/2026 10:30:00","BZN|DE-LU","Hydro Pumped Storage","6.87"
"10/05/2026 10:30:00 - 10/05/2026 10:45:00","BZN|DE-LU","Hydro Pumped Storage","5.88"
"10/05/2026 10:45:00 - 10/05/2026 11:00:00","BZN|DE-LU","Hydro Pumped Storage","5.88"
"10/05/2026 11:00:00 - 10/05/2026 11:15:00","BZN|DE-LU","Hydro Pumped Storage","6.70"
"10/05/2026 11:15:00 - 10/05/2026 11:30:00","BZN|DE-LU","Hydro Pumped Storage","5.88"
"10/05/2026 11:30:00 - 10/05/2026 11:45:00","BZN|DE-LU","Hydro Pumped Storage","5.87"
"10/05/2026 11:45:00 - 10/05/2026 12:00:00","BZN|DE-LU","Hydro Pumped Storage","6.01"
"10/05/2026 12:00:00 - 10/05/2026 12:15:00","BZN|DE-LU","Hydro Pumped Storage","23.42"
"10/05/2026 12:15:00 - 10/05/2026 12:30:00","BZN|DE-LU","Hydro Pumped Storage","17.01"
"10/05/2026 12:30:00 - 10/05/2026 12:45:00","BZN|DE-LU","Hydro Pumped Storage","109.43"
"10/05/2026 12:45:00 - 10/05/2026 13:00:00","BZN|DE-LU","Hydro Pumped Storage","76.42"
"10/05/2026 13:00:00 - 10/05/2026 13:15:00","BZN|DE-LU","Hydro Pumped Storage","72.92"
"10/05/2026 13:15:00 - 10/05/2026 13:30:00","BZN|DE-LU","Hydro Pumped Storage","13.13"
"10/05/2026 13:30:00 - 10/05/2026 13:45:00","BZN|DE-LU","Hydro Pumped Storage","91.18"
"10/05/2026 13:45:00 - 10/05/2026 14:00:00","BZN|DE-LU","Hydro Pumped Storage","61.30"
"10/05/2026 14:00:00 - 10/05/2026 14:15:00","BZN|DE-LU","Hydro Pumped Storage","63.88"
"10/05/2026 14:15:00 - 10/05/2026 14:30:00","BZN|DE-LU","Hydro Pumped Storage","62.74"
"10/05/2026 14:30:00 - 10/05/2026 14:45:00","BZN|DE-LU","Hydro Pumped Storage","63.23"
"10/05/2026 14:45:00 - 10/05/2026 15:00:00","BZN|DE-LU","Hydro Pumped Storage","63.98"
"10/05/2026 15:00:00 - 10/05/2026 15:15:00","BZN|DE-LU","Hydro Pumped Storage","59.07"
"10/05/2026 15:15:00 - 10/05/2026 15:30:00","BZN|DE-LU","Hydro Pumped Storage","63.88"
"10/05/2026 15:30:00 - 10/05/2026 15:45:00","BZN|DE-LU","Hydro Pumped Storage","97.76"
"10/05/2026 15:45:00 - 10/05/2026 16:00:00","BZN|DE-LU","Hydro Pumped Storage","160.21"
"10/05/2026 16:00:00 - 10/05/2026 16:15:00","BZN|DE-LU","Hydro Pumped Storage","24.61"
"10/05/2026 16:15:00 - 10/05/2026 16:30:00","BZN|DE-LU","Hydro Pumped Storage","157.62"
"10/05/2026 16:30:00 - 10/05/2026 16:45:00","BZN|DE-LU","Hydro Pumped Storage","197.42"
"10/05/2026 16:45:00 - 10/05/2026 17:00:00","BZN|DE-LU","Hydro Pumped Storage","207.34"
"10/05/2026 17:00:00 - 10/05/2026 17:15:00","BZN|DE-LU","Hydro Pumped Storage","312.42"
"10/05/2026 17:15:00 - 10/05/2026 17:30:00","BZN|DE-LU","Hydro Pumped Storage","32.24"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Hydro Pumped Storage","213.22"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Hydro Pumped Storage","394.45"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Hydro Pumped Storage","212.13"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Hydro Pumped Storage","190.24"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Hydro Pumped Storage","874.27"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Hydro Pumped Storage","1780.64"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Hydro Pumped Storage","766.41"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Hydro Pumped Storage","1254.89"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Hydro Pumped Storage","2271.68"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Hydro Pumped Storage","1919.93"
